message,created_time,type,shares/count,id,likes/summary/total_count,likes/summary/can_like,likes/summary/has_liked,comments/summary/order,comments/summary/total_count,comments/summary/can_comment
夏季腳步將近，超適合出遊喔! 找不到理由邀約心儀另一半?果漾蘆薈凍凍飲，第二杯半價，最適合與另一半、好朋友、家人、同事分享喔!芒果蘆薈氣泡飲或荔枝蘆薈冰茶口味任選，酸甜清爽、給您清新好滋味。(summer~~~~summer~~~),2016-05-28T03:17:03+0000,photo,24,324273577645211_1172892936116600,291,false,false,ranked,6,false
"★肯德基雞神總舖師實體活動★ 得獎名單
中獎名單出爐囉~~
5位幸運兒說不定就是你(妳)，趕緊來確認唷！
小編會再私訊中獎者聯絡後續得獎事宜~恭喜得獎~

【得獎名單】
上杉xx
Lxn Lixi
鐘x品
Shixcxi Kxo
葉X和",2016-05-27T07:00:55+0000,photo,,324273577645211_1172301149509112,186,false,false,ranked,0,false
"【肯德基網路訂餐抽好禮 電影票加碼中獎名單公布】
X戰警:天啟 雙人電影票加碼活動抽出啦~~
中獎名單如下，小編會於這兩日以私訊聯繫中獎者，請中獎者於5/26日中午12:00前，回覆相關聯絡資訊。請注意逾時視同放棄喔。再次恭喜以下2位中獎者!!
【得獎名單】
林X荏
鍾X芳",2016-05-25T02:12:58+0000,photo,2,324273577645211_1170802539658973,170,false,false,ranked,7,false
"【肯德基網路訂餐抽好禮 電影票再加碼】
粉絲們吃過豪邁大雞腿，看過X戰警了嗎?
這個周末小編一氣呵成一次完成這兩項任務，真的超級大滿足啊~~~~

周一早上進辦公司不知為何桌上又多了兩組雙人票，立馬想到最愛的粉絲們，只要在5/24 23:59以前，tag一位好友並留言""我要和你/妳一起看X戰警:天啟，一起吃肯德基重量級XL套餐""並設定公開分享，就有機會抽中X戰警:天啟雙人電影票，共抽兩位喔(小編都做球了，快趁亂約你/妳心儀的對象吧)

小編將於5/25於粉絲團公布得獎名單並私訊得獎者，想看電影的粉絲趕快留言喔~

網路訂餐:https://goo.gl/h1IY6j",2016-05-23T07:23:36+0000,photo,1073,324273577645211_1169505523122008,1481,false,false,ranked,1253,false
肯德基翻玩夏日冰飲新喝法，推出全新季節限定「果漾蘆薈凍凍飲品系列」：《芒果蘆薈氣泡飲》與《荔枝蘆薈冰茶》，以酸甜的夏季水果風味結合Q彈的蘆薈果粒，不論是氣泡口感或是沁涼冰茶，完美的黃金比例增加飲品的豐富口感與趣味。單點一杯只要$45元，不限口味第二杯還有半價優惠！現在套餐飲料中可升級只要加價10元！,2016-05-19T04:24:42+0000,photo,41,324273577645211_1166653603407200,311,false,false,ranked,7,false
"打開玫瑰荔香蛋撻禮盒
就像是捧著一束鮮花在胸前
第一口，淡淡的玫瑰香氣
第二口，鮮甜的荔枝果蜜
玫瑰包覆著荔枝的豐富口感，
就像逐漸盛開的花朵於口腔中綻放，讓人一試愛上!",2016-05-18T11:22:28+0000,photo,6,324273577645211_1166162856789608,230,false,false,ranked,10,false
"飢不擇食，補錯力?

肯德基重量級XL套餐最給力，五種能量餐點任選，各種震撼超能力，即刻飽足！

💪 吃飽再戰 >> https://goo.gl/Q8AcMS",2016-05-16T16:00:00+0000,link,104,324273577645211_1159898984082662,17316,false,false,ranked,65,false
"週一心情一定很Blue！？
肯德基陪你一起對抗Blue Monday！推出Blue Monday限定優惠限定優惠
凡於五月每週一使用網路訂餐，活動專區輸入【50001】 ， Monday不blue超值組合(1塊咔啦脆雞+4塊上校雞塊+1杯小可+1份小薯) ，限時優惠價$95 ，Blue Monday從此不見！

立即訂餐GO！ https://goo.gl/DYCqF3",2016-05-15T16:23:25+0000,link,89,324273577645211_1162675327138361,1290,false,false,ranked,34,false
"今天想吃哪一味！？ 吃《薄脆雞》香薄脆好對味！
《咔啦脆雞》也很下胃！客倌你最愛哪口味？

腦力無限展開打油詩創作，換你來告訴小編哪口味最合你味啦！
立即網路訂餐:https://goo.gl/H8gFD4",2016-05-13T16:01:01+0000,photo,11,324273577645211_1162666817139212,262,false,false,ranked,11,false
,2016-05-13T02:38:49+0000,photo,9,324273577645211_1162486720490555,339,false,false,ranked,4,false
"[肯德基網路訂餐抽好禮 活動第二彈來囉!!!!]
最新的重量級XL套餐粉絲們吃過了嗎?
為了答謝廣大的粉絲們，肯德基再加碼！！！即日起至5/16日止，只要在本篇波文底下留言：「抵抗餓勢力，肯德基重量級ＸＬ套餐給你大飽足威力！」同時按讚＋分享至個人動態並設定公開，就有機會抽到X戰警雙人電影票，共15名！小編將於5/17於粉絲團公布得獎名單並私訊得獎者！快揪好友一起吃飽看電影！",2016-05-12T11:36:42+0000,photo,2255,324273577645211_1162051010534126,2902,false,false,ranked,2532,false
"⚡   面對餓勢力來襲，X戰警 超強卡司與你共同對抗！

BBQ 醬烤豪邁大雞腿 震撼上市，全系列五種套餐組合，給你超強能量~
吮指大滿足~

吃飽再戰 >> http://goo.gl/LFH8nZ",2016-05-12T08:07:10+0000,video,74,324273577645211_1161954233877137,782,false,false,ranked,25,false
"[肯德基網路訂餐 抽 X-戰警限量好禮!!!]

今年五月，餓勢力來襲！唯有強者才能生存！
肯德基陪你吃飽再戰！
即日起至5/29止，只要使用肯德基網路訂餐購買重量級XL套餐(預訂快取/外送 皆適用)，
即可抽X戰警太陽眼鏡、隨身碟等限量好禮！！！
快上肯德基網路訂餐，給你超值大滿足！！！
活動詳情:http://goo.gl/eURPw5
網路訂餐:https://goo.gl/Rja1xY",2016-05-11T04:02:31+0000,photo,75,324273577645211_1160589147346979,4237,false,false,ranked,53,false
"★肯德基解FUN媽咪活動★ 得獎名單

中獎名單出爐囉~~
20位幸運兒說不定就是你(妳)，趕緊來確認唷！

【得獎名單】
呂x呈
張x西
Jesxxca Chxn
伍x凱
Jaxxs Gxo
陳x蓁
Fxn Shxw Chxo
黃x茜
溫x霆
明x樂
Sxi Chxxg Sxn
傅x傑
陳x誠
Sabxxa Mx
顏x玲
柳x倩
白x
Mxg Hsxxng
江x軒
蕭x森",2016-05-10T16:01:00+0000,photo,2,324273577645211_1160657980673429,136,false,false,ranked,9,false
"♫~♪~♬  如此驚人的歌聲，竟然來自…！? 

★KFC好聲音★開播，重金邀請2大天王級巨星攜手登場，超狂演出，完美詮釋美味秘訣，征服你的心

二款超經典美味，立即品嚐  http://goo.gl/uWJuXW",2016-05-10T16:00:00+0000,video,300,324273577645211_1159759120763315,2187,false,false,ranked,108,false
"有人看過電影艾蜜莉的異想世界嗎？古靈精怪的女主角吃點心時，總是喜歡用自己獨特的吃法創造樂趣，例如「把草莓插在手指上大口大口的吃掉」、「用湯匙敲碎布丁上的焦糖殼」…

粉絲們都怎麼吃蛋撻呢？也有屬於自己的小癖好嗎？快跟小編說說看",2016-05-10T15:06:59+0000,photo,3,324273577645211_1160786777327216,160,false,false,ranked,5,false
"【一早Say Cheese吧！濃郁雙倍起司喚醒你的胃】

肯德基早餐「煙燻培根起司比司吉」來囉～
香濃起司片遇上濃郁起司醬，加上新鮮嫩蛋與煙燻培根，搭配香醇100%的LAVAZZA義式咖啡，給你元氣滿分的一天！限時Coupon優惠只要$55元 
>>立馬聞香 https://goo.gl/vsvnqH",2016-05-10T11:57:45+0000,link,86,324273577645211_1160517587354135,6360,false,false,ranked,74,false
"【截圖分享-超值驚爆價，只要109】
迎接酷暑的到來~肯德基讓你享受美食荷包無負擔
咔啦雞腿堡+咔啦脆雞+小可樂，超高CP值組合，限時優惠只要$109
活動時間自2016/4/19-6/6止，★出示截圖即享優惠★ 
快把好康分享給朋友吧！更多優惠券： http://goo.gl/IyEOMx",2016-05-10T11:57:35+0000,photo,1644,324273577645211_1160527280686499,11127,false,false,ranked,338,false
"⚡  X戰警宇宙最強卡司 x 肯德基最震撼的份量 ⚡每當餓勢力來襲，BBQ醬烤豪邁大雞腿立馬神救援！
重量級XL套餐系列，就是讓你超值大滿足！

💪 吃飽再戰 >> https://goo.gl/YIbjD2",2016-05-09T16:00:00+0000,link,96,324273577645211_1159898554082705,10370,false,false,ranked,58,false
害羞說出媽咪我愛妳嗎？爺爺幫你說啦！直接手機存下送給媽咪，就超有心啦~~ (看完都又想吃KFC炸雞啦~~~開心轉圈),2016-05-08T05:51:05+0000,photo,8,324273577645211_1159027917503102,217,false,false,ranked,3,false
"媽媽是我的VIP
所以小盒給我，大盒給你～母親節快樂！(手比愛心)",2016-05-07T02:44:00+0000,photo,9,324273577645211_1152294414843119,432,false,false,ranked,3,false
"周末就是母親節啦～大家還在為了訂哪家餐廳想破頭嗎？
母親節不一定要在外面吃大餐，訂肯德基外送，免出門也能溫馨過節！
現在一天前預購滿$700還送原味蛋撻禮盒兌換券喔～
快揪媽咪一起訂肯德基外送吧！！！

網路訂餐:https://goo.gl/zZRVQz
電話訂外送：02-4128000(是你餓吧鈴鈴鈴)",2016-05-06T12:50:05+0000,photo,14,324273577645211_1157683037637590,289,false,false,ranked,5,false
"【 KFC啾💝媽咪感恩慶】

又到了向「最辛苦的媽咪」表達感謝的日子囉 ❤❤❤

肯德基為這特別的一天，準備了感恩回饋禮，即日起使用網路預訂快取，消費滿$450，並於2016/5/6 – 2016/5/8 或 2016/5/13 –2016/5/15至門市取餐，就送玫瑰荔香蛋撻一顆！數量有限，送完為止喔！

桌機預訂快取：https://goo.gl/j1joIo 
手機預訂快取：https://goo.gl/i6eje3",2016-05-06T04:08:46+0000,link,98,324273577645211_1157450244327536,6433,false,false,ranked,49,false
"台南的鄉親看過來！KFC爺爺來囉！
【台南海佃】門市試營運，消費還可拿到獨家爺爺的絕版紀念品呀！(好想要~~~!!握拳!!)

5/6歡迎前往台南海佃餐廳：台南市海佃路一段140號！請大家告訴大家",2016-05-05T12:10:00+0000,photo,84,324273577645211_1156918011047426,523,false,false,ranked,7,false
"大家聽過玫瑰荔香蛋撻語嗎？
一顆(一拍即合)、兩顆(二人同心)
三顆(三生有幸)、四顆(好事連連)
五顆(銘感五內)、六顆：獻給個性跟我一拍即合，又有兩人同心的默契，三生有幸遇見你後，每天都覺得好事連連，只好用玫瑰荔香蛋撻禮盒，表達我銘感五內的真心感謝～謝謝你－我的VIP！",2016-05-05T09:58:15+0000,photo,4,324273577645211_1156917607714133,154,false,false,ranked,0,false
「如果你愛著一顆香噴噴的肯德基玫瑰荔香蛋撻，那麼，當你買到限量的雙色蛋撻禮盒時，便會感到心滿意足。」------ 老王子,2016-05-05T02:00:43+0000,photo,11,324273577645211_1156731767732717,261,false,false,ranked,2,false
"★肯德基VIP專屬獻禮活動★ 得獎名單

非常感謝大家熱情參與VIP專屬獻禮活動，一起用最甜蜜的玫瑰荔香蛋撻傳遞心意，也期盼各位的VIP都已收到滿滿心意 ♥♥♥

恭喜以下30位幸運網友，獲得【VIP寵愛禮】，再請獲獎網友回覆得獎資料喔！

【得獎名單】
湯x珺
翁x萍
林x瑩
Axxe Anxxr
薛x洲
Cxxn Fxy
Cx Cx Yxxg
Cxi Kxo
愛xx熊
王x凱
殷x茹
Jxxjxn Zxxg
Yx-Jxxg Lxe
黃x姿
米x芙
黃x陞
Amxxda  Wxxg
Lxlx Pxn
謝x飛
沈x儀
Zxxg Chxn
貝x彥
Jxxnxxa Lxn
Kxtxe Tx
高x
周x孺
李x樺
金x哥
Pxddxxg Huxxg
呂x妃",2016-05-03T10:03:57+0000,photo,6,324273577645211_1155515761187651,177,false,false,ranked,17,false
"愛在黎明、日落、午夜時，和生命中重要的VIP，一起吃著香噴噴的肯德基玫瑰荔香蛋撻－C’est la vie ,  la vie en rose",2016-05-03T09:43:36+0000,photo,11,324273577645211_1155511124521448,256,false,false,ranked,4,false
"連假就是要吃好吃飽！「雙拼同樂餐」一次網羅KFC2大明星炸雞另加上經典拼盤及小可，6種口感一次擁有！

立即線上點餐:https://goo.gl/UXSk4T",2016-05-01T03:42:00+0000,photo,15,324273577645211_1152291634843397,299,false,false,ranked,2,false
"肚子餓…面對漫長排隊人潮，只能內心乾著急？(╥﹏╥)

肯德基預訂快取，給你免排隊特權，讓你成為眾人羨慕的焦點，不用心急，也能搶先拿！現在預訂，還有滿額好禮三選一

獨享好心情，就靠肯德基預訂快取！
https://goo.gl/OtIaPb",2016-04-30T16:00:00+0000,link,133,324273577645211_1152376391501588,4377,false,false,ranked,64,false
"小編周末福利報！涮嘴的烤全雞又回來啦！節慶期間限定商品只賣到5/8，錯過又要再等中秋月圓之時啦！
*貼心提醒：烤全雞是現點現烤，要記得提前預約喔~

立即線上預訂:https://goo.gl/dr4bUe",2016-04-30T03:41:00+0000,photo,19,324273577645211_1152290161510211,243,false,false,ranked,0,false
"★FUN媽媽自由★
媽媽心裡想，但媽媽不說
沒關係，爺爺幫忙說
全台媽媽一起放下菜鏟，舉起肯德基全家餐，全家一起同樂！

※活動辦法
步驟一：上傳與媽咪歡聚的時刻照片，並上傳至本活動下方留言處
步驟二：留言內容： #我在KFC和媽咪有約
步驟三：送出成功後，就有機會免費獲得KFC「雙拼同樂餐」一份
>>看更多KFC 雙拼同樂餐  https://goo.gl/9sqdok

※活動時間：4/29 (五) 0:00 ~ 5/8 (日) 23:59止
※免費份數：總計20份 ※抽獎辦法：於5/11 (三)抽出20組名額，可獲得「 「雙拼同樂餐」一份 (價值499元) ，並於KFC粉絲專頁公告中獎名單，請中獎者於5/18 (三)下午15:00-20:00於指定餐廳取餐。

※注意事項： 1. 台灣肯德基將隨機抽出中獎人，並以Facebook訊息聯繫中獎人，請於指定時間內提供真實姓名、聯絡電話、取餐餐廳及取餐時間，逾期即視同放棄。若無法接受取餐時間，則視同放棄得獎機會。 
2. 本活動僅限肯德基餐廳服務範圍內，若無法提供服務範圍內之地點，則視同放棄得獎機會。台灣肯德基餐廳服務範圍以官方網站公告為準：http://www.kfcclub.com.tw/Menu/Delivery/。 
3. 可參與抽獎的留言時間為 4/29 (五) 0:00 ~ 5/8 (日) 23:59止，20位中獎人恕不重複中獎。
4. 肯德基將以中獎者Facebook名稱於5/11 (三)公告中獎名單。
5. 本活動如有任何因電腦、網路、電話、技術或其他不可歸責於主辦單位之事由，而使參與本活動者所登錄之資料有所遺失、錯誤、無法辨識或毀損所導致資料無效之狀況，台灣肯德基皆不負任何法律責任，參加者與得獎者亦不得異議。 
6. 如遇不可抗力之因素，主辦單位保有隨時修改活動辦法及獎項或終止本活動或變更同等價值商品之權利。
7. 中獎人提供之個人資料僅供本活動聯繫使用。
8. 參與此活動即代表已詳讀且同意各注意事項內容。",2016-04-28T16:00:00+0000,link,385,324273577645211_1151657851573442,18799,false,false,ranked,347,false
"爺爺來上課啦！食雞達人四字訣「視聞扒得」學會沒！？
「上校薄脆雞」及 「咔啦脆雞」各有特色，可不是只有辣/不辣區別呀！快來挑戰告訴爺爺哪裡不同！食雞達人就是你！

快來點餐品味:https://goo.gl/xhdypQ",2016-04-28T08:04:34+0000,photo,9,324273577645211_1151434384929122,191,false,false,ranked,7,false
"最後一周最後一周!!(吹哨)
肯德基抽獎好康只到4/30，本周六以前使用預訂快取，就有機會抽中『香港三天兩夜機加酒自由行』，還送迪士尼門票。肯德基的粉絲們千萬別錯過，趕快來預訂快取吃個炸雞，說不定抽中機票就是您~！
詳細活動內容： http://goo.gl/54OxW6 
立即預訂快取： https://goo.gl/JIyzeq",2016-04-25T11:22:47+0000,link,33,324273577645211_1149330228472871,1489,false,false,ranked,19,false
"Je ne veux pas travailler(我不想工作) 
Je ne veux pas déjeuner (也不想吃午餐) 
Je veux seulement oublier (我只想忘記這些)
Et puis je ..mange la KFC Egg tart (於是我吃了KFC蛋撻)

大家聽過這首法國香頌嗎 ? (Je Ne Veux Pas Travailler)
懶懶的周一，心還沒就定位．請先靜靜聽歌
再為自己點份下午茶，替今天妝點一下吧

快上肯德基網路訂餐:https://goo.gl/tdQjsk",2016-04-25T02:36:00+0000,photo,26,324273577645211_1148822668523627,320,false,false,ranked,14,false
"當你遇上【玫瑰荔香蛋撻禮盒】，會變哪一型吃貨？
1.閨蜜型：姊妹們快來，一人兩顆剛剛好
2.黑洞型：難道我有四個胃？怎麼全部吃光了(遮臉)
3.霸氣型：新品我可以！！！原味都給你
4.樹懶型：說～好～的～蛋～撻～呢～怎～麼～沒～了～
5.＿＿型：＿＿＿＿＿＿＿＿

立即訂購享美食:https://goo.gl/RCNLrR",2016-04-21T03:53:13+0000,photo,26,324273577645211_1146121208793773,319,false,false,ranked,11,false
"爺爺風塵僕僕要去哪？原來是外送超值好康到你家!
只要點多人歡聚餐系列，多項超人氣商品享超划算加點價，等你來加點!!
不管你想吃酥脆的炸雞、香甜的蛋撻、還是豐盛的拼盤，通通有!!
現在起到五月底前~只要一天前預購並滿七百元~就送原味蛋撻兌換券一張!!
快來預購吧!!
快跟爺爺說~你最想加點哪一項~~
肯德基外送，讓你免出門!!

網路訂餐:https://goo.gl/zZRVQz
電話訂外送：02-4128000(是你餓吧鈴鈴鈴)",2016-04-20T10:34:16+0000,link,14,324273577645211_1145551632184064,167,false,false,ranked,5,false
"【VIP專屬獻禮】
每個人心中都有一個VIP，他(她)是誰呢？媽媽? 朋友? 還是情人?
現在只要留言並TAG你心中的VIP，就有機會將最甜蜜的玫瑰荔香蛋撻送給他(她)！

>>了解更多玫瑰荔香蛋撻 https://goo.gl/ejmNjN 


※活動辦法
步驟一：於本PO文下方，留言TAG一位你最重要的人，並寫出原因「@王小明，你是我心中的VIP，因為_________」
步驟二：送出成功後，就有機會獲得『 VIP寵愛禮』 (1盒玫瑰荔香雙色蛋撻禮盒 & 1只戒盒玫瑰花，總市價630)


※活動時間：4/19 (二) 12:00 ~ 5/2 (一) 23:59止
※免費份數：總計30份 
※抽獎辦法：於5/3 (二)抽出30組名額，可獲得「VIP寵愛禮」，並於KFC粉絲專頁公告中獎名單，請中獎者於5/9~5/11下午15:00-20:00於指定餐廳領取獎品。


※注意事項： 
1. 台灣肯德基將隨機抽出中獎人，並以Facebook訊息聯繫中獎人，請於指定時間內提供真實姓名、聯絡電話、取餐餐廳及領獎時間，逾期即視同放棄。若無法接受取餐時間，則視同放棄得獎機會。 
2. 本活動僅限肯德基餐廳服務範圍內，若無法提供服務範圍內之地點，則視同放棄得獎機會。台灣肯德基餐廳服務範圍以官方網站公告為準：http://www.kfcclub.com.tw/Menu/Delivery/。 
3. 可參與抽獎的留言時間為 4/19 (二) 12:00 ~ 5/2 (二) 23:59止，30位中獎人恕不重複中獎。
4. 肯德基將以中獎者Facebook名稱於5/3 (二)公告中獎名單。
5. 本活動如有任何因電腦、網路、電話、技術或其他不可歸責於主辦單位之事由，而使參與本活動者所登錄之資料有所遺失、錯誤、無法辨識或毀損所導致資料無效之狀況，台灣肯德基皆不負任何法律責任，參加者與得獎者亦不得異議。 
6. 如遇不可抗力之因素，主辦單位保有隨時修改活動辦法及獎項或終止本活動或變更同等價值商品之權利。
7. 中獎人提供之個人資料僅供本活動聯繫使用。
8. 參與此活動即代表已詳讀且同意各注意事項內容。",2016-04-19T03:59:00+0000,link,1220,324273577645211_1144533222285905,23147,false,false,ranked,1844,false
,2016-04-19T03:04:48+0000,photo,8,324273577645211_1144560638949830,237,false,false,ranked,2,false
"【截圖分享-獨享美味&快樂的食光，只要89元】
聽著輕快的弦律，咀嚼著獨享的美味，沉醉在輕鬆快活中~
2塊上校薄脆雞+小可樂，給你一段快樂的獨享食光，限時優惠只要$89 
立即“截圖分享”給你的好友吧！活動時間自2016/4/19-6/6止
★出示截圖即享優惠★  
更多優惠券：  http://goo.gl/NIkwxN",2016-04-19T01:55:51+0000,photo,657,324273577645211_1143991602340067,12342,false,false,ranked,280,false
"你是我的VIP，想把最好的都給你!
肯德基獻上限量新品【玫瑰荔香蛋撻】，高貴不貴的心意，連細節都美麗!",2016-04-18T16:16:47+0000,video,517,324273577645211_1144215155651045,5579,false,false,ranked,396,false
"肯德基上校薄脆雞&咔啦脆雞，傻傻分不清，跪求正解 Orz…

跟著桑得斯上校唸「視聞扒得」口訣  ，食雞達人就是你！💪💪💪

立即品嚐挑戰！👉  https://goo.gl/p0dKxb",2016-04-18T16:00:00+0000,link,397,324273577645211_1144041725668388,23130,false,false,ranked,93,false
"每個粉絲都是小編的VIP！2016/4/19～2016/5/30，只要出示本VIP嚐鮮券，即可享兩顆蛋撻(玫瑰荔香*1+原味*1)嚐鮮價 $49！拍照或列印出示即可

肯德基新品【玫瑰荔香蛋撻】，嚴選台灣芬園荔枝製成鮮甜果蜜，注入滑順奶蛋香餡，再擠上玫瑰荔枝卡士達醬，輕輕灑上食用級玫瑰花瓣來提味；一口咬下外酥內嫩，玫瑰輕柔香氣，與香甜荔枝餡巧妙搭配，清爽不膩",2016-04-18T02:54:01+0000,photo,148,324273577645211_1143263715746189,794,false,false,ranked,51,false
"覺得最近生活無趣？快記住KFC BIG ISSUE！
4/19、4/19、4/19，很重要所以說三次～
肯德基將推出清爽可口的【玫瑰荔香蛋撻】
捧在掌心，會先聞到玫瑰荔枝清甜香氣，
蛋撻頂層上玫瑰花瓣與焦糖細緻交錯，
趁著溫熱時一口咬下，撻皮酥脆，奶蛋香濃郁，
襯著玫瑰輕柔香氣，與香甜荔枝果蜜餡，
滿口都是獨特細緻的清甜好滋味～
喜歡療癒系的甜點控，千萬別錯過這款限量新品！快跟小編一樣手刀衝去買唷！",2016-04-17T06:42:23+0000,photo,181,324273577645211_1143263355746225,1188,false,false,ranked,74,false
"大家引頸期盼的★《#後宮吮指傳奇》分享吃炸雞★活動中獎名單出爐囉~

JXXXX Mo
余X如
吳X諭
EXXXX Wang
王X思
鄭X桂
陳X海
陳X峰
游X鎮
CXXXX Chu

恭喜以上10位中獎者抽中【10塊雞桶】
小編這邊會再私訊通知中獎人，並請於4/18 (一) 12:00前回復私訊，提供真實姓名、聯絡電話、取餐餐廳、取餐時間，逾期即視同放棄。

肯德基將於【5/18 (三) 15:00 – 20:00期間】，開放給中獎者領取餐點，請中獎者自行至指定餐廳取餐，並依事先預約取餐時間，若無法接受取餐時間，則視同放棄得獎機會。取餐時請至”預訂快取”櫃台，告知服務人員要領取「 10塊雞桶餐」並出示中獎人身分證明，即可免費獲得!",2016-04-14T09:32:21+0000,status,4,324273577645211_1141153479290546,136,false,false,ranked,3,false
"連假剛過完，馬上又想出去玩!!!
小編提醒大家，肯德基好康活動，到四月底前使用預訂快取，就有機會抽中『香港三天兩夜機加酒自由行』，還送迪士尼門票。四月只剩一半了，趕快來預訂快取吃個肯德基，說不定抽中機票就是您~！

詳細活動內容： http://goo.gl/54OxW6 
立即預訂快取： https://goo.gl/Xen4QA",2016-04-11T02:41:36+0000,photo,4,324273577645211_1138793229526571,169,false,false,ranked,3,false
"★《#後宮吮指傳奇》分享吃炸雞★
Good Good Chicken!! Good Good Good! 
小編私心覺得娘娘吃的太誘人►►►►►►此刻超想吃KFC炸雞der！
快來告訴爺爺 最洗腦你的一幕吧！【讚分享+TAG】還有機會抽到【10塊雞桶】爽爽吃ㄚ~共10名唷
*活動期間即日起至2016/4/11(一)止
---------------------------------------------------------------------------------------------
活動方式
✔點選FB置頂《#後宮吮指傳奇》影片按讚+分享(設定公開)
https://goo.gl/ECgL2J
✔於文章下tag 2位朋友，並留言『@___ @____  #後宮吮指傳奇 #KFCGoodChicken』
---------------------------------------------------------------------------------------------

立即預訂快取 再享好禮三選一：https://goo.gl/ZkY7oi",2016-03-30T03:48:08+0000,photo,1324,324273577645211_1129019800503914,1779,false,false,ranked,1976,false
"什麼！！最”雞”情的洗腦神曲竟然在深宮爆紅？？
到底是什麼魅力 讓小主、宮女頻頻說GOODGOOD
快TAG好友，一起來挑戰，誰能HOLD最久吧！！
 
網友TAG回文範例：
@林小美，我到0:23秒處就已經徹底被洗腦，你能HOLD的比我久嗎？",2016-03-29T11:00:43+0000,video,19161,324273577645211_1128173490588545,22810,false,false,ranked,1617,false
"[尋找外送爺爺－1.25L可樂兌換券抽獎活動得獎名單]

感謝大家的熱情參與～
尋找外送爺爺－1.25L可樂兌換券抽獎活動，得獎名單已經出爐囉！
恭喜以下30位得獎者:
黃*鼻
許*倫
黃*
Cheng * Yun
* Tsai 
黃*微
王*曜
黃*宜
Wei * Hsu
Sara **
愛*熊熊 
Melody *
Queena *
廖*祥
周*雄
曉*米
Eva *
陳*吉
曾*欽
莊*荃 
Jill * Chang
岳*風 
蘇*音 
周*孺 
*雯
鈴*
許*翔
*玥
張*豪
童*盛

＊肯德基會於3/29早上10:00開始聯繫得獎者。請得獎者於3/29 10:00~3/30 23:59前私訊您的真實姓名與兌換券寄送地址至肯德基粉絲團，肯德基將於一周內以掛號方式將兌換券寄出。",2016-03-28T11:18:17+0000,status,,324273577645211_1127095070696387,121,false,false,ranked,8,false
"【截圖分享-有鹹有甜美味無窮！歡聚價只要329】
與好友們小聚會，一定是話題聊不完的呀！不如來份桶餐，一起自在的享受美味，讓聚會不受時間限制！6塊雞桶+原味蛋撻禮盒，限時歡聚價只要$329。 立即“截圖分享”給你最麻吉的好友吧！活動時間自2016/3/1-4/18止
★出示截圖即享優惠★
更多優惠券： http://goo.gl/3gdTHp",2016-03-28T02:25:29+0000,photo,359,324273577645211_1123630894376138,7249,false,false,ranked,144,false
"喜歡出國的粉絲們照過來!!!你們知道肯德基現在有個超級好康嗎?
那就是抽『香港三天兩夜機加酒自由行，還送迪士尼門票』，只要活動期間內使用網路預訂快取服務就有機會中獎
，大家不要錯過這麼簡單又輕鬆的出國機會喔~
詳細活動內容： http://goo.gl/54OxW6
立即預訂快取： https://goo.gl/Xen4QA",2016-03-27T15:19:05+0000,photo,5,324273577645211_1126011897471371,122,false,false,ranked,1,false
"[尋找外送爺爺倒數三天! 免費1.25L可樂兌換券你抽了沒!!]
還沒找到所有正在外送美食的爺爺嗎?
活動倒數最後三天~快揪好友一起來瞧瞧！

活動方式:
寫下答案並tag二位好友，就有機會獲得肯德基外送滿額，1.25L百事可樂贈品券二張！！！
總計抽出 30位幸運兒!!  高中獎率!!
同一帳號僅限一次抽獎資格

活動注意事項： 
1. 本活動外送滿額贈品券為「單筆訂單滿$500送百事可樂一瓶兌換券」，詳細使用辦法請詳閱該贈品券注意事項。
2. 本活動至3/27（日）23:59結束，將於3/28（一）抽出三十名得獎者，並以Facebook訊息聯繫得獎者，請於指定時間內提供真實姓名、聯絡電話、贈品券寄送地址，逾期即視同放棄。同一得獎者恕無法重複中獎。
3. 留言參與此活動即代表同意將個人資料（真實姓名、聯絡電話、聯絡地址）供肯德基使用於本活動聯繫。",2016-03-25T03:22:57+0000,photo,113,324273577645211_1123293007743260,303,false,false,ranked,174,false
"【優惠最後一周，一起省小錢變大錢】
身為一個上班族，工作上要會分配預算，生活上更要懂得精打細算！
肯德基《早餐天天省》，熱騰騰的現做早餐配上義大利最受歡迎的LAVAZZA好咖啡，套餐價只要49元，優惠最後一周要省要快囉!
更多早餐優惠→http://goo.gl/ktWdZn",2016-03-21T16:00:00+0000,link,47,324273577645211_1116340448438516,3785,false,false,ranked,22,false
