message,created_time,type,shares/count,id,likes/summary/total_count,likes/summary/can_like,likes/summary/has_liked,comments/summary/order,comments/summary/total_count,comments/summary/can_comment
"咬一口~濃濃的「義」國風味，彷彿帶你前進威尼斯！
新登場的奶油白醬脆鷄堡，超濃郁義式白醬在舌尖流動，
與奶香艾曼塔起司、酥嫩炸鷄排完美交融，
一口就嚐到香、濃、酥、嫩，讓人忍不住大喊Bravo~

義式美味，值得玩味！ >>http://mcdtw.com/toi/001/
前所未有的義式漢堡，搶鮮嚐>>http://mcdtw.com/toi/002/",2016-04-13T02:00:00+0000,video,258,101615286547831_1162474000461949,4693,false,false,chronological,340,false,,,,,
"把握時機，別再讓到手的鷄飛啦！
歡樂送網路/APP訂餐滿$398送4塊麥克鷄塊，只到4/26，果然免費的最好吃啊！

都什麼時候了，訂餐訂餐 >>http://mcdtw.com/m4d/017/",2016-04-11T08:00:00+0000,link,80,101615286547831_1162526813790001,5579,false,false,chronological,64,false,,,,,
"【鄉民獨家快報】
傳說鄉民吃聖代都用 #花吃法
麥當勞因此準備了特別驚喜喔！

偷偷說…現在來這三家麥當勞，在櫃檯前擺出#花吃法姿勢，就能買到抹茶紅豆花聖代，還不快分享好友！

抹茶紅豆花聖代 指定餐廳
台北館前：台北市中正區館前路8號
台中中港四：台中市西區台灣大道二段412號B1
高雄夢時代：高雄市前鎮區中華五路789號B1

https://www.instagram.com/p/BDzsFnWEQ5A/?taken-by=mcdonaldstw",2016-04-08T06:00:00+0000,link,115,101615286547831_1161242403918442,3563,false,false,chronological,256,false,,,,,
"「我們活著，就是為了來探險的！！」
快樂兒童餐免費送『探險活寶』，讓阿寶用一顆傻氣又勇敢的心，陪你把每天的挑戰變成刺激好玩的探險！

4/6快來把阿寶帶回家 
>>http://mcdtw.com/toy/014/",2016-04-05T12:00:00+0000,photo,134,101615286547831_1157811140928235,4433,false,false,chronological,141,false,,,,,
"奪冠的感動滋味無法形容，只有吃下獨一無二的大麥克，才能宣洩這激昂豪情！
麥當勞請高中籃球聯賽冠軍隊南山高中/淡水商工全校免費吃大麥克，快按讚歡呼吧！",2016-04-04T08:00:00+0000,photo,6,101615286547831_1157843490925000,635,false,false,chronological,3,false,,,,,
"To：獨一無二的你
McDonald’s X STAYREAL聯名推出BIG MAC原創潮T！
限店限量販售，4/12前還可享期間限定價$980(原價$1280) ，當然要立馬前往搶購阿！

台北民生：台北市民生東路3段135號
林森二：台北市林森南路1號
台北康寧：台北市康寧路3段168號1樓
台北館前：台北市館前路8號
永和：新北市永和區永和路2段170號
大里中興：台中市大里區中興路1段175號1樓
台中中港六：台中市台灣大道四段1058號
台中精武東：台中市精武東路109號
永康中正北：台南市永康區中正北路56之1號
高雄建工：高雄市三民區建工路732號
花蓮中正：花蓮縣花蓮市中正路625號

更多詳情請見官網>>http://mcdtw.com/BigMac/002/",2016-04-01T02:00:00+0000,photo,45,101615286547831_1156806594362023,2544,false,false,chronological,96,false,,,,,
"快樂兒童餐送『探險活寶』，全新老皮陪你探險趣！
還有配餐新選擇『玉米杯』鮮甜營養，增加味蕾新樂趣喔！

4/1起週週推出探險活寶，快來蒐集喔 
>>http://mcdtw.com/toy/013/",2016-03-31T12:00:00+0000,photo,297,101615286547831_1156288784413804,3629,false,false,chronological,225,false,,,,,
"是哪位員工萌翻了整間麥當勞？
就是你家寶貝！『小麥麥體驗營』讓寶貝穿上迷你版制服，體驗當小小經理，萌度指數破表，讓你忍不住拍照打卡！

4/1 早上10：00起 ，開放網路報名4種角色>> http://mcdtw.com/lm/001/

提醒您，5/1將暫停開放6月份場次報名一個月，6/1恢復7月份場次報名，敬請期待！

快加入麥當勞唯一官方親子粉絲團 麥麥童樂會",2016-03-31T02:00:00+0000,photo,185,101615286547831_1141745815868101,2305,false,false,chronological,77,false,845235395538285,麥麥童樂會,page,181,5
"台灣鄉民南波萬！
最新的優惠加碼只給鄉民了啦！歡樂送網路/APP訂餐滿$398，送4塊麥克鷄塊！

當然立馬網路/APP訂餐呀 >>http://mcdtw.com/m4d/016/",2016-03-30T08:00:00+0000,link,85,101615286547831_1154997374542945,3228,false,false,chronological,82,false,,,,,
"吃對好早餐，你今天的心情就是彩色的！
麥當勞超值早餐，當天現做超多美味，隨你點播繽紛好心情，只要$39起唷！
看更多超值早餐選擇 >> http://mcdtw.com/bf/003/
找到離你最近的麥當勞 >> http://mcdtw.com/bf/011/",2016-03-27T23:00:01+0000,link,74,101615286547831_1141463972562952,3654,false,false,chronological,18,false,,,,,
"太好吃啦，讓我在大麥克上轉圈圈吧吧吧
想看更多Fun圖？獨家只在麥當勞IG！

快追蹤麥當勞IG：開啟IG搜尋mcdonaldstw或手機點選 >>  https://www.instagram.com/mcdonaldstw/",2016-03-27T04:05:00+0000,video,11,101615286547831_1152466361462713,259,false,false,chronological,6,false,,,,,
"什麼是大麥克？
大麥克就是世上人氣最高的漢堡
也是無法複製、越變越潮的經典！

史無前例！McDonald’s X STAYREAL聯名推出BIG MAC原創潮T，全球限定唯一台灣發售！
把握潮流的限時快感，快看哪裡買>>http://mcdtw.com/BigMac/002/",2016-03-26T08:00:00+0000,photo,170,101615286547831_1143233922385957,8982,false,false,chronological,152,false,,,,,
"大會報告！最好玩的紅襪愛路跑，報名最後倒數囉！
快來和 解婕翎 張楚珊一起參加紅白變裝，動茲動茲動起來
只要造型夠有梗，就有機會拿走獎金喔！
還有馬克媽媽和超Q的小馬克將一起參加3K親子組同樂

報名只到3月27日喔! >>http://goo.gl/6ootFH
#紅襪愛路跑",2016-03-24T12:00:01+0000,photo,181,101615286547831_1149694561739893,21737,false,false,chronological,140,false,149204101777562,解婕翎,page,28,3
"漂流荒島的高中生，歷盡千辛萬苦
只為了再吃一次大麥克！他會成功嗎？
絕對要堅持看到最後一秒！
現在分享影片到你的FB塗鴉牆，還有機會抽中McDonald’s X STAYREAL首次跨界合作BIG MAC原創潮T ！
✦活動辦法✦
❶ 活動期間即日起至2016年3月29日 23:59止，每人/每個FB帳號僅限一次得獎機會，隨機抽出10個得獎名額。
❷ 將於2016年4月4日在本篇貼文下方公佈幸運得獎粉絲。共10個名額。女性得獎者可獲得限量BIG MAC原創潮T M size 1件，男性得獎者則可獲得限量BIG MAC原創潮T L size 1件。本活動之獎項不得轉換、轉讓或折換現金。
❸ 得獎者需於2016年4月6日23:59前將您的寄送資料(包含：中文姓名/性別/聯絡電話/FB姓名/個人FB Link及寄送地址)寄到mcdtaiwan@gmail.com，逾期回覆及寄送資料提供不完整者視同棄權，不予遞補得獎名額，且台灣麥當勞無須負任何責任。
❹ 台灣麥當勞將於2016年4月30日前按得獎者回覆的性別來寄出獎項。本活動獎項寄送地區僅限台、澎、金、馬地區，海外地區恕無法配送。
❺若有負面不雅言詞或不相關留言，台灣麥當勞有權利得予以刪除。
❻台灣麥當勞保留擴大、修改、取消、終止該活動以及更改活動截止日期的權利，無需做出解釋或通知。",2016-03-22T12:00:00+0000,video,5785,101615286547831_1141789865863696,33153,false,false,chronological,2115,false,,,,,
"這種天氣就該學蛋黃哥，在床上懶懶吃早餐…

3/23上午11點起推出最後一款『不想起床』蛋黃哥陶瓷餐盤，通過SGS檢驗，微波爐也可以用喔！(呵欠)好懶得寫下去喔……

最後一款必蒐集 >> http://mcdtw.com/gu/003/",2016-03-22T08:00:00+0000,photo,278,101615286547831_1146451928730823,12833,false,false,chronological,196,false,,,,,
"麥當勞x STAYREAL首度跨界合作 ─ 「大麥克原創潮T」限量登場！

Live直播～台灣麥當勞第一場時尚秀！
「SpeXial」和伊林模特兒，教你如何穿出最潮的大麥克時尚！

「大麥克原創潮T」資訊詳見官網：
http://mcdtw.com/BigMac/004/",2016-03-22T06:05:41+0000,video,58,101615286547831_1147320535310629,543,false,false,chronological,24,false,,,,,
"狂賀南山高中/淡水商工勇奪高中籃球聯賽冠軍盃！
麥當勞請冠軍隊伍全校免費吃獨一無二的大麥克，慶祝獨一無二的光榮時刻！
#南山高中 #淡水商工",2016-03-20T15:39:12+0000,photo,269,101615286547831_1145959245446758,2142,false,false,chronological,98,false,,,,,
"今年必追的路跑 -- 2016「麥當勞紅襪愛路跑 」！
超多超值好康好禮等你拿，還有六塊麥克雞塊免費兌換券，及好時光大早餐優惠券，好禮獎不完~~~~
現場更有麥當勞叔叔、漢堡神偷與神秘特別來賓、以及旺福樂團與你一起High翻天!! 不怕跑不完，只怕你玩不完~~~~~

最好玩的路跑，搶快報名 >>http://goo.gl/QoBER4
#紅襪愛路跑",2016-03-17T02:00:01+0000,photo,205,101615286547831_1142619385780744,10049,false,false,chronological,119,false,,,,,
"好早餐一定有3大優點！
✔要當天現作
✔搭配現煮美式咖啡
✔價錢要超值

快點擊圖片！看你今天的早餐有幾種？麥當勞超值早餐通通有，而且只要$39起喔！

看更多超值早餐選擇 >>http://mcdtw.com/bf/002/
找到離你最近的麥當勞 >>http://mcdtw.com/bf/010/",2016-03-16T23:00:00+0000,link,96,101615286547831_1133184946724188,4621,false,false,chronological,42,false,,,,,
"今天真的只想放空、放空、再放空…
限定版蛋黃哥甜心卡來囉，買A送B優惠一整年，特價$39，讓你在麥當勞吃吃喝喝、放空再放空！

立馬入手蛋黃哥甜心卡 >>http://mcdtw.com/gu/008/",2016-03-16T08:00:00+0000,photo,736,101615286547831_1138844492824900,5757,false,false,chronological,423,false,,,,,
"今天能放假有多好，真不願面對__________(以下開放留言)

麥當勞3/16上午11點起新出~不願面對蛋黃哥陶瓷餐盤，
品質通過SGS檢驗，還可以微波喔！

週週出新款，必蒐集 >> http://mcdtw.com/gu/002/",2016-03-15T12:00:01+0000,link,309,101615286547831_1141596502549699,8044,false,false,chronological,191,false,,,,,
"為什麼情人節是白色的？因為愛就像白紙，讓每種不同的愛都能自由揮灑！

3/14-3/27到麥當勞McCafé手作咖啡專櫃，咖啡那堤系列商品第二杯半價，和你的所愛分享！

搜尋最近的McCafé手作咖啡專櫃>>http://mcdtw.com/McCafe/032/",2016-03-14T06:00:00+0000,link,418,101615286547831_1132938936748789,13610,false,false,chronological,69,false,,,,,
"太狂了！這麼多紅白潮裝備，想要嗎？
只要報名4/17 『紅襪愛路跑』，送你紅白T、紅白領巾、紅白襪…跑完再帶回麥當勞叔叔紀念獎牌、麥當勞家族OK繃…豐收滿滿啊！

立馬搶報名，紅白裝備送不完 >> http://goo.gl/lbZZIm

#紅襪愛路跑",2016-03-11T10:40:00+0000,link,110,101615286547831_1138760532833296,1302,false,false,chronological,99,false,,,,,
"學生時代只有一次，獨一無二的冠軍也只有一個！
快預測哪所高中會奪下HBL總冠軍？猜對就能抽獨一無二大麥克限量籃球！超限量10顆喔！

✦活動辦法✦
❶ 活動期間即日起至2016年3月18日 23:59止，每人/每個FB帳號僅限一次得獎機會，隨機抽出10個得獎名額。
❷ 將於2016年3月24日在本篇貼文下方公佈幸運得獎粉絲。得獎者可獲得限量大麥克籃球1顆，共10個名額。
❸ 得獎者需於2016年3月27日23:59前將您的寄送資料(包含：中文姓名/聯絡電話/個人FB Link及寄送地址)寄到mcdtaiwan@gmail.com，逾期回覆及寄送資料提供不完整者視同棄權，不予遞補得獎名額，且台灣麥當勞無須負任何責任。
❹ 台灣麥當勞將於2016年4月前寄出獎項。本活動獎項寄送地區僅限台、澎、金、馬地區，海外地區恕無法配送。
❺若有負面不雅言詞或不相關留言，台灣麥當勞有權利得予以刪除。
❻台灣麥當勞保留擴大、修改、取消、終止該活動以及更改活動截止日期的權利，無需做出解釋或通知。",2016-03-10T02:00:00+0000,photo,857,101615286547831_1128632880512728,6259,false,false,chronological,2706,false,,,,,
"停！別滑了，學蛋黃哥休息一下吧！

麥當勞新出~全球首賣的蛋黃哥陶瓷餐盤，跟你最對盤，
3/9上午11點起推出『懶得理你』！

週週出新款，3款都想要啊>>http://mcdtw.com/gu/001/",2016-03-08T12:00:00+0000,photo,3156,101615286547831_1136507296391953,29540,false,false,chronological,1716,false,,,,,
"這是最難開口的一句話，也是最難接受的一句話。
因為愛，所以我們有了開口的勇氣，以及接受的能力。

把一份愛的勇氣，分享給你身邊最需要的人吧！
留言tag你的好友，讓他看見更多溫暖。",2016-03-04T12:00:00+0000,video,13102,101615286547831_1127321657310517,90817,false,false,chronological,2215,false,,,,,
"想和最萌母女檔黃嘉千、夏天一起參加『麥當勞紅襪愛路跑』嗎？因為…

超好玩！紅白變裝Party獎金等你拿
超好康！報名就送麥克鷄塊兌換券, 現場好禮拿不完……
超驚喜！麥當勞叔叔與大型空飄氣球驚喜現身
超有愛！一起關懷遠地就醫兒童

名額有限，手刀衝報名>> http://goo.gl/pMWMNE

#紅襪愛路跑",2016-03-04T02:02:13+0000,photo,98,101615286547831_1133091216733561,10439,false,false,chronological,77,false,,,,,
"真的$99就吃到小清新的日式豬排！
期間限定的『紫蘇梅香豬排堡』，嚴選台灣優質豬肉+清新紫蘇梅香醬，套餐創新低價$99！

揭曉更多CP值爆表美味 >> http://mcdtw.com/evm/008/",2016-03-03T02:00:00+0000,photo,47,101615286547831_1132424453466904,950,false,false,chronological,15,false,,,,,
"全體注意！看看你今天買的早餐：
1.是當天現作嗎？
2.搭配一杯現煮美式咖啡嗎？
3.是在$39以內嗎？
當你的早餐有一項以上不符合，
那你該選擇麥當勞嫩蛋火腿Q土司，
超值滿分，輕鬆過關！

更多早餐上網選>>http://mcdtw.com/bf/001/
找最近的麥當勞>>http://mcdtw.com/bf/009/",2016-03-01T23:00:00+0000,video,89,101615286547831_1131782596864423,1520,false,false,chronological,107,false,,,,,
"久等了～『小麥麥體驗營』4月場現正開放報名中！
快來幫寶貝報名體驗>> http://mcdtw.com/lm/001/",2016-02-29T08:00:00+0000,photo,311,101615286547831_1126883410687675,3496,false,false,chronological,114,false,,,,,
"那些年你對籃球的熱愛~獨一無二
就像大麥克的美味~同樣獨一無二
快留言你的籃球回憶，分享獨一無二的熱血青春吧！
#松山高中 #南山高中 #南湖高中 #高苑工商 #淡水商工 #普門高中 #滬江高中",2016-02-28T12:32:02+0000,link,51,101615286547831_1130598900316126,8388,false,false,chronological,82,false,,,,,
"誰是你心中的最佳影帝影后？
#McCafé #咖啡 #對話杯 #Oscar #獎",2016-02-26T08:43:40+0000,link,10,101615286547831_1129322623777087,541,false,false,chronological,10,false,,,,,
"人氣No.1的芝麻冰炫風，再次席捲全台！
濃香芝麻拌入濃郁奶香，再撒上卡滋脆片，味蕾失守了，誰能抵擋這多層次的濃‧香‧脆呢！

快找到離你最近的麥當勞 >>http://mcdtw.com/s/001/",2016-02-25T06:00:00+0000,photo,549,101615286547831_1111971385512211,23464,false,false,chronological,538,false,,,,,
"1+1= $50推出超強新口味！
期間限定的『美式辣味香鷄堡』，小辣過癮，搭配飲料或玉米湯，CP值爆表啦！

還有超多CP值爆表美味喔 >> http://mcdtw.com/ba/002/",2016-02-24T06:00:00+0000,link,42,101615286547831_1127481393961210,944,false,false,chronological,27,false,,,,,
"超人哥與值人哥竟然跑到日本去！？
麥當勞全新推出濃濃日本味的黃金起司豬排堡
超濃切達起司醬搭配香脆豬排，口感濃郁爽脆！
同步推出紫蘇梅香豬排堡～經典套餐價只要99元！

揭曉更多CP值爆表美味>>http://mcdtw.com/evm/006/",2016-02-24T02:00:00+0000,video,184,101615286547831_1127251017317581,2760,false,false,chronological,135,false,,,,,
"花燈節就是要猜燈謎啊！
要猜好猜滿喔！預備備……

雙手捧著豬肉滿福堡，猜一成語！
神解答就是
.
.
.
『掌上明珠』(掌上名豬)
打著燈籠也找不到吧？猜到的人~猴塞雷啊！",2016-02-22T03:00:00+0000,photo,19,101615286547831_1122876787755004,986,false,false,chronological,34,false,,,,,
"開學囉！誰是寶貝的開心拍檔？
就是妖怪手錶吉胖喵！還可以放進彩色筆、手帕衛生紙、乖寶寶貼紙喔…
 
哇！現在就到麥當勞，把妖怪手錶隨身收納盒帶回家>>http://mcdtw.com/yk/009/",2016-02-19T09:30:00+0000,photo,77,101615286547831_1124921597550523,1991,false,false,chronological,37,false,,,,,
"今年必追的路跑 -- 2016「麥當勞紅襪愛路跑 」！
超多超值好康好禮等你拿，還有六塊麥克雞塊免費兌換券，及好時光大早餐優惠券，好禮獎不完~~~~
現場更有麥當勞叔叔、漢堡神偷與神秘特別來賓、以及旺福樂團與你一起High翻天!! 不怕跑不完，只怕你玩不完~~~~~
 
名額有限，手刀衝報名>>http://goo.gl/T6gNxN
#紅襪愛路跑",2016-02-18T02:00:00+0000,photo,261,101615286547831_1123754244333925,3917,false,false,chronological,177,false,,,,,
"天哪~每個都想吃，到底怎麼配才好？
超多選擇，冷熱甜鹹通通有~
還有聖代及新登場的「美式辣味香鷄堡」可以選
1+1只要50元，想吃什麼隨你混搭！
辣味超值新選擇，就在這！ >>http://mcdtw.com/ba/001/",2016-02-17T06:00:00+0000,video,83,101615286547831_1115359105173439,2075,false,false,chronological,41,false,,,,,
"關心您的健康！151建君中醫開工囉！
151關心您吃牛肉的安全尬健康，
只要記住這四字箴言，
從此吃牛肉，輕鬆吃得健康、吃得美味、吃得有學問！",2016-02-17T02:00:00+0000,video,2921,101615286547831_1122195321156484,15769,false,false,chronological,503,false,,,,,
"過年親戚大集合，團圓聚餐一分鐘就搞定！ 
快叫歡樂送，招財歡聚餐有全新的金迎招財福堡 (牛/鷄)，讓你福氣滿滿，美味秒開桌！",2016-02-05T02:00:00+0000,link,49,101615286547831_1105809899461693,2009,false,false,chronological,45,false,,,,,
"想要討個好吉利，新年就要吃好鷄～
和親朋好友一起分享外酥內嫩的麥脆鷄，
不只讓你心滿意足，也給你滿滿吉利。
歡聚同享好運，就是要麥當勞金迎吉利分享餐！
把握吉利鷄會>>http://mcdtw.com/cny/007/",2016-02-03T02:00:00+0000,video,117,101615286547831_1091668464209170,4278,false,false,chronological,100,false,,,,,
"『吉胖喵隨身收納盒』什麼都能裝，裝萌也難不倒喔！

2/3上午11點起，最後2款「妖怪手錶隨身收納盒」全力幫你召喚好運喔！還有快樂兒童餐免費玩具等你來收集！>>http://mcdtw.com/yk/002/",2016-02-02T09:43:13+0000,photo,386,101615286547831_1114305951945421,27768,false,false,chronological,348,false,,,,,
"M Style潮勢力來襲，你follow得上？
現在加入麥當勞Instagram，就能免費抽獨家Lovin’ it項鍊喔！

趕快上Instagram 搜尋mcdonaldstw，或手機點選 >> https://www.instagram.com/mcdonaldstw/

✦活動辦法✦
活動期間：2016年1月21日 – 2016年2月1日 23:59
活動辦法：於活動期間加入麥當勞官方Instagram， 即可參加抽獎。
抽獎獎項：『 Lovin’ it項鍊』1條
得獎名單公佈：將於2016年2月19日在本篇貼文下方公佈幸運得獎粉絲。

其它注意事項：
❶ 活動期間2016年1月21日起 – 至2016年2月1日 23:59止，一共1個得獎名額。
❷ 得獎名單將於2016年2月19日公告在麥當勞FB粉絲頁，得獎者可獲得Lovin’ it項鍊1條。
❸ 得獎者需於2016年2月29日23:59前將您的寄送資料(包含：中文姓名/聯絡電話/個人FB Link及寄送地址)寄到mcdtaiwan@gmail.com，逾期回覆及寄送資料提供不完整者視同棄權，不予遞補得獎名額，且台灣麥當勞無須負任何責任。
❹ 若有獎項名額遺缺，恕不遞補。
❺ 主辦單位最遲將於2016/3/18前寄出獎項。
❻ 一個Instagram帳號僅有一次抽獎機會。
❼ 台灣麥當勞保留擴大、修改、取消、終止該活動以及更改活動截止日期的權利，無需做出解釋或通知。",2016-01-30T02:30:00+0000,link,47,101615286547831_1111949198847763,5503,false,false,chronological,112,false,,,,,
"寶貝長大囉！比你想像的還優秀、還能幹呢！
『小麥麥體驗營』讓寶貝化身小小經理細心盤點、化身小小服務員做飲料獻給你，讓你拍照分享不完！
全台大好評！2/1早上10：00起 ，開放網路報名
 >> http://mcdtw.com/lm/001/

快加入麥當勞唯一官方親子粉絲團 麥麥童樂會",2016-01-29T08:00:00+0000,photo,219,101615286547831_1106835269359156,7262,false,false,chronological,117,false,845235395538285,麥麥童樂會,page,141,5
"大薯買一送一
美味四重奏 4樣只要$100
買套餐+$39 就有麥脆鷄

樣樣都超有誠意的優惠券最後倒數，快看所有佛心優惠>>http://mcdtw.com/cp/005/",2016-01-29T02:00:00+0000,link,531,101615286547831_1109564035752946,4718,false,false,chronological,128,false,,,,,
"歲末歡聚、犒賞全家就叫歡樂送！
用『招財歡聚餐』寵愛家人，全新的金迎招財薯來堡 ，嫩煎牛/鷄，裹滿濃郁黑胡椒醬，再夾上金黃薯餅，一吃就忘掉今年的辛苦啦！",2016-01-28T02:00:00+0000,link,68,101615286547831_1105796256129724,2052,false,false,chronological,35,false,,,,,
"來嘛來嘛！別害羞！猴犀利的財運快來我身邊！
加薪~直接乘以2就夠了
打牌~連8就很OK啦

YES！吃下招財吉祥物『金迎招財薯來堡』或『金迎招財福堡』，你就是今年最佳財子財女！

還有『金迎吉利分享餐』讓全家都財高八斗喔 >>http://mcdtw.com/cny/005/",2016-01-27T02:00:00+0000,link,37,101615286547831_1091667447542605,1177,false,false,chronological,28,false,,,,,
"妖怪咧~妖怪咧~麥當勞呼叫妖怪快出來~

1/27上午11點起「妖怪手錶隨身收納盒」全力幫你召喚好運喔！還有快樂兒童餐免費玩具等你來收集！http://mcdtw.com/yk/001/

現在立刻公開分享此篇貼文，就有機會抽妖怪手錶隨身收納盒一組(含四款)，總共有5個好運名額喔！

✦活動辦法✦
活動期間：2016年1月26日 – 2016年1月28日 23:59
活動辦法：於活動期間公開分享此篇PO文，即可參加抽獎。
抽獎獎項：『麥當勞妖怪手錶隨身收納盒一組(含四款)』，共5個得獎名額。
得獎名單公佈：將於2016年1月29日在本篇貼文下方公佈幸運得獎粉絲。

其它注意事項：
❶ 活動期間2016年1月26日起 – 至2016年1月28日 23:59止，一共5個得獎名額。
❷ 得獎名單將於2016年1月29日公告在麥當勞FB粉絲頁，得獎者可獲得麥當勞妖怪手錶隨身收納盒一組(含四款) 。
❸ 得獎者需於2016年2月2日23:59前將您的寄送資料(包含：中文姓名/聯絡電話/個人FB Link及寄送地址)寄到
mcdtaiwan@gmail.com，逾期回覆及寄送資料提供不完整者視同棄權，不予遞補得獎名額，且台灣麥當勞無須負任何責任。
❹ 若有獎項名額遺缺，恕不遞補。
❺ 主辦單位最遲將於2016年2月5日前寄出獎項。
❻ 一個Facebook帳號僅有一次抽獎機會。
❼ 台灣麥當勞保留擴大、修改、取消、終止該活動以及更改活動截止日期的權利，無需做出解釋或通知。",2016-01-26T09:00:01+0000,photo,21610,101615286547831_1110059989036684,24199,false,false,chronological,12342,false,,,,,
"多層到螢幕快放不下啦！ ！
史上最多層的滿福堡『無敵豬肉滿福堡加蛋』，給你開外掛的無敵活力！

☼ 兩片天然酵母做的滿福麵包
☼ 兩層香煎豬肉片
☼ 滑嫩太陽蛋
☼ 香濃吉事片

鷄豬鮮蔬…還有更多滿福美味 >>http://mcdtw.com/m4d/005/",2016-01-24T23:00:01+0000,link,31,101615286547831_1091648394211177,1415,false,false,chronological,52,false,,,,,
"你知道最近正妹流行跳什麼舞嗎？
你想看正妹超萌的表情嗎？
十校校園正妹和麥當勞叔叔一起跳麥當勞妖怪體操
要用可愛召喚你！",2016-01-22T11:40:58+0000,video,10585,101615286547831_1107961749246508,71214,false,false,chronological,3149,false,,,,,
"怎麼叫歡樂送，多送了一盒4塊麥克鷄塊！？
絕對沒錯，滿$398 就送喔！(無誤)",2016-01-21T02:00:01+0000,link,64,101615286547831_1102661329776550,2620,false,false,chronological,65,false,,,,,
"【迎新年吸金大法】招式公開
第壹式：來人氣聚集寶地麥當勞
第貳式：吃下金迎招財薯來堡餐或金迎招財福堡餐
第叁式：隨餐送造型紅包袋1組 (1份2入)

輕鬆練就吸金大法，鈔票有如囊中物，哇哈哈哈… (以下為空谷回音)

更多吸金堡物 >>http://mcdtw.com/cny/003/",2016-01-20T02:00:00+0000,link,38,101615286547831_1091666494209367,1575,false,false,chronological,52,false,,,,,
"麥當勞粉絲最愛的超人氣商品全都在這裡，你怎能錯過？
分享你最愛的優惠，揪人一起吃麥當勞，衝啊！

看全部優惠內容>>http://mcdtw.com/cp/002/",2016-01-16T02:00:00+0000,link,2876,101615286547831_1093322567377093,11800,false,false,chronological,585,false,,,,,
"軟中帶勁、越嚼越香的滿福堡有超多口味，你愛哪一種？
測出2016你會獲得什麼滿滿收穫！

1. 無敵豬肉滿福堡加蛋
2. 滿福香鷄堡加蛋
3. 滿福鮮蔬堡

快看解答↓
選1：你職場無敵，荷包滿滿
選2：你天賜良鷄，桃花滿滿
選3：你舒暢樂活，健康滿滿
驚！揭曉更多滿福堡 >>http://mcdtw.com/m4d/003/",2016-01-14T23:00:01+0000,link,23,101615286547831_1091639310878752,1572,false,false,chronological,45,false,,,,,
"無論現在幾點，歡樂送24hr隨時想點就點！
現在歡樂送滿$398 (不含外送費)，免費請你吃四塊麥克鷄塊喔(原價$49)！",2016-01-13T08:00:00+0000,link,119,101615286547831_1097540670288616,6047,false,false,chronological,82,false,,,,,
"期待2016年擁有金光閃閃的開運好兆頭嗎？
試試麥當勞“金迎招財薯來堡&金迎招財福堡”吧
香煎厚實嫩牛/鷄肉、裹滿濃郁黑胡椒醬，配上金黃酥脆的薯餅…
口感酥嫩交融！讓你大飽口福，招財納福薯不盡！
立刻嚐好運>>http://mcdtw.com/cny/001/",2016-01-13T02:00:00+0000,video,223,101615286547831_1091653747543975,4037,false,false,chronological,277,false,,,,,
"在越親的人面前，愛，越羞怯難說出口！
感謝粉絲 @Cindy Liu提醒了我們！
『McCafé對話杯』讓你盡情抒寫開不了口的一句話，也歡迎閱讀他人最有溫度的內心話喔！
立刻抒寫>> http://mcdtw.com/McCafe/013/",2016-01-12T02:00:01+0000,link,93,101615286547831_1098881283487888,6853,false,false,chronological,26,false,,,,,
"家人之間的對話，常常覺得理所當然一旦脫口而出，反而失去原來的溫度讓一杯咖啡，為你們開啟一段對話請留言，分享你最想對家人說的話！
就有機會抽限量精裝McCafé對話筆記本，讓每一句對話都更有溫度！
(McCafé對話筆記本實品圖請見留言處)

✦活動辦法✦
❶ 活動期間即日起至2016年1月14日 23:59止，每人/每個FB帳號僅限一次得獎機會，電腦隨機抽出3個得獎名額。
❷ 將於2016年1月18日在本篇貼文下方公佈幸運得獎粉絲。得獎者可獲得限量精裝McCafé對話筆記本1本，共3個名額。
❸ 得獎者需於2016年1月21日23:59前將您的寄送資料(包含：中文姓名/聯絡電話/個人FB Link及寄送地址)寄到mcdtaiwan@gmail.com，逾期回覆及寄送資料提供不完整者視同棄權，不予遞補得獎名額，且台灣麥當勞無須負任何責任。
❹ 台灣麥當勞將於2016年1月31日前寄出獎項。本活動獎項寄送地區僅限台、澎、金、馬地區，海外地區恕無法配送。
❺若有負面不雅言詞或不相關留言，台灣麥當勞有權利得予以刪除。
❻台灣麥當勞保留擴大、修改、取消、終止該活動以及更改活動截止日期的權利，無需做出解釋或通知。",2016-01-08T12:00:01+0000,video,2255,101615286547831_1099238223452194,23871,false,false,chronological,666,false,,,,,
"今夜給你溫暖抱抱，守護著你的美夢入睡!

『史努比愛在一起抱枕』買任何套餐+ $199就有，限量兩款來蒐藏喔  >> http://mcdtw.com/np/002/",2016-01-07T09:00:00+0000,photo,188,101615286547831_1099327173443299,3468,false,false,chronological,108,false,,,,,
"超值免費吃麥克鷄塊，立即訂餐！
想吃就免費請你吃！歡樂送滿$398 (不含外送費)，四塊麥克鷄塊~免費 (原價$49)！",2016-01-07T02:00:01+0000,link,135,101615286547831_1097538263622190,3514,false,false,chronological,83,false,,,,,
